,team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Match_number,Season
1396,West Indies,Pakistan,339/4,281/9 (50 ov),West Indies won by 58 runs,"Fall of wickets: 1-17 (Chris Gayle, 3.3 ov), 1-23* (Ramnaresh Sarwan, retired not out ), 2-56 (Ricardo Powell, 10.6 ov), 3-243 (Shivnarine Chanderpaul, 42.3 ov), 4-327 (Brian Lara, 48.4 ov)","Fall of wickets: 1-1 (Salman Butt, 1.3 ov), 2-65 (Mohammad Hafeez, 12.6 ov), 3-65 (Kamran Akmal, 13.1 ov), 4-87 (Shoaib Malik, 18.4 ov), 5-107 (Inzamam-ul-Haq, 23.1 ov), 6-179 (Mohammad Yousuf, 34.5 ov), 7-205 (Abdul Razzaq, 38.4 ov), 8-218 (Shahid Afridi, 40.5 ov), 9-254 (Naved-ul-Hasan, 46.5 ov)",Australian Tri Series (CB Series),"Pakistan , elected to field first",ODI no. 2213,2004/05
1397,Bangladesh,Zimbabwe,247/9,189 (47.2/50 ov),Bangladesh won by 58 runs,"Fall of wickets: 1-14 (Rajin Saleh, 5.5 ov), 2-85 (Aftab Ahmed, 19.3 ov), 3-123 (Nafees Iqbal, 26.4 ov), 4-132 (Habibul Bashar, 29.4 ov), 5-196 (Mohammad Ashraful, 44.2 ov), 6-217 (Mashrafe Mortaza, 46.1 ov), 7-226 (Khaled Mashud, 47.2 ov), 8-226 (Mohammad Rafique, 47.3 ov), 9-227 (Khaled Mahmud, 47.5 ov)","Fall of wickets: 1-102 (Stuart Matsikenyeri, 22.1 ov), 2-105 (Dion Ebrahim, 22.6 ov), 3-114 (Barney Rogers, 25.2 ov), 4-117 (Brendan Taylor, 26.4 ov), 5-117 (Tatenda Taibu, 26.6 ov), 6-133 (Elton Chigumbura, 32.1 ov), 7-146 (Tinashe Panyangara, 36.5 ov), 8-158 (Prosper Utseya, 40.2 ov), 9-169 (Hamilton Masakadza, 42.6 ov), 10-189 (Douglas Hondo, 47.2 ov)",Zimbabwe tour of Bangladesh 2004/05,"Bangladesh , elected to bat first",ODI no. 2214,2004/05
1398,Australia,Pakistan,265,268/7 (47.2/50 ov),Pakistan won by 3 wickets (with 16 balls remaining),"Fall of wickets: 1-30 (Matthew Hayden, 6.1 ov), 2-63 (Adam Gilchrist, 12.4 ov), 3-111 (Damien Martyn, 21.2 ov), 4-113 (Ricky Ponting, 22.4 ov), 5-164 (Andrew Symonds, 33.5 ov), 6-167 (Simon Katich, 34.4 ov), 7-192 (Brad Hogg, 38.4 ov), 8-246 (Brett Lee, 48.2 ov), 9-251 (Jason Gillespie, 48.6 ov), 10-265 (Glenn McGrath, 49.6 ov)","Fall of wickets: 1-27 (Yasir Hameed, 6.1 ov), 2-41 (Salman Butt, 9.6 ov), 3-49 (Younis Khan, 11.6 ov), 4-123 (Inzamam-ul-Haq, 27.6 ov), 5-125 (Shoaib Malik, 28.3 ov), 6-170 (Mohammad Yousuf, 36.4 ov), 7-223 (Shahid Afridi, 41.5 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",ODI no. 2215,2004/05
1399,South Africa,England,175/9,"103/3 (25.1 ov, target 78)",England won by 26 runs (D/L method),"Fall of wickets: 1-3 (Graeme Smith, 2.4 ov), 2-5 (Herschelle Gibbs, 3.1 ov), 3-19 (Adam Bacher, 9.1 ov), 4-41 (Jacques Kallis, 14.1 ov), 5-49 (Ashwell Prince, 18.2 ov), 6-83 (Justin Kemp, 29.2 ov), 7-90 (Mark Boucher, 33.1 ov), 8-148 (Nicky Boje, 46.3 ov), 9-170 (Shaun Pollock, 49.2 ov)","Fall of wickets: 1-19 (Marcus Trescothick, 3.2 ov), 2-21 (Geraint Jones, 4.2 ov), 3-44 (Andrew Strauss, 11.2 ov)",England tour of South Africa 2004/05,"England , elected to field first",ODI no. 2216,2004/05
1400,Zimbabwe,Bangladesh,198,202/2 (33/50 ov),Bangladesh won by 8 wickets (with 102 balls remaining),"Fall of wickets: 1-12 (Stuart Matsikenyeri, 3.3 ov), 2-44 (Hamilton Masakadza, 9.3 ov), 3-139 (Brendan Taylor, 35.2 ov), 4-161 (Barney Rogers, 40.6 ov), 5-165 (Elton Chigumbura, 42.2 ov), 6-168 (Vusi Sibanda, 43.2 ov), 7-184 (Mluleki Nkala, 45.6 ov), 8-187 (Tinashe Panyangara, 46.3 ov), 9-191 (Prosper Utseya, 47.4 ov), 10-198 (Tatenda Taibu, 48.6 ov)","Fall of wickets: 1-11 (Nafees Iqbal, 2.5 ov), 2-161 (Mohammad Rafique, 24.3 ov)",Zimbabwe tour of Bangladesh 2004/05,"Zimbabwe , elected to bat first",ODI no. 2217,2004/05
1401,Pakistan,West Indies,307/8,277 (48.1/50 ov),Pakistan won by 30 runs,"Fall of wickets: 1-37 (Salman Butt, 11.2 ov), 2-44 (Kamran Akmal, 13.3 ov), 3-90 (Yasir Hameed, 22.4 ov), 4-224 (Inzamam-ul-Haq, 42.2 ov), 5-248 (Abdul Razzaq, 45.2 ov), 6-279 (Shahid Afridi, 47.3 ov), 7-300 (Mohammad Yousuf, 49.3 ov), 8-307 (Naved-ul-Hasan, 49.6 ov)","Fall of wickets: 1-0 (Chris Gayle, 0.3 ov), 2-67 (Ricardo Powell, 10.5 ov), 3-99 (Brian Lara, 15.1 ov), 4-194 (Ramnaresh Sarwan, 32.5 ov), 5-198 (Shivnarine Chanderpaul, 33.3 ov), 6-203 (Dwayne Bravo, 34.6 ov), 7-257 (Wavell Hinds, 43.5 ov), 8-259 (Ian Bradshaw, 44.5 ov), 9-260 (Pedro Collins, 45.2 ov), 10-277 (Courtney Browne, 48.1 ov)",Australian Tri Series (CB Series),"West Indies , elected to field first",ODI no. 2218,2004/05
1402,England,South Africa,270/5,270/8 (50 ov),Match tied,"Fall of wickets: 1-52 (Marcus Trescothick, 10.1 ov), 2-60 (Geraint Jones, 13.5 ov), 3-67 (Andrew Strauss, 16.1 ov), 4-147 (Michael Vaughan, 33.4 ov), 5-239 (Paul Collingwood, 46.4 ov)","Fall of wickets: 1-47 (Graeme Smith, 11.6 ov), 2-51 (AB de Villiers, 12.3 ov), 3-185 (Jacques Kallis, 38.3 ov), 4-237 (Herschelle Gibbs, 45.4 ov), 5-239 (Justin Kemp, 46.2 ov), 6-268 (Mark Boucher, 49.1 ov), 7-269 (Ashwell Prince, 49.4 ov), 8-270 (Andrew Hall, 49.6 ov)",England tour of South Africa 2004/05,"South Africa , elected to field first",ODI no. 2219,2004/05
1403,Australia,Pakistan,237,219/9 (50 ov),Australia won by 18 runs,"Fall of wickets: 1-29 (Michael Clarke, 8.3 ov), 2-51 (Adam Gilchrist, 12.3 ov), 3-53 (Ricky Ponting, 13.2 ov), 4-190 (Damien Martyn, 40.2 ov), 5-190 (Darren Lehmann, 40.3 ov), 6-213 (Simon Katich, 45.2 ov), 7-213 (Andrew Symonds, 45.3 ov), 8-220 (Shane Watson, 47.1 ov), 9-235 (Brett Lee, 48.5 ov), 10-237 (Glenn McGrath, 49 ov)","Fall of wickets: 1-1 (Salman Butt, 0.2 ov), 2-7 (Kamran Akmal, 1.4 ov), 3-9 (Mohammad Yousuf, 2.4 ov), 4-27 (Mohammad Hafeez, 11.6 ov), 5-118 (Inzamam-ul-Haq, 32.5 ov), 6-123 (Abdul Razzaq, 34.4 ov), 7-153 (Shoaib Malik, 38.2 ov), 8-171 (Shahid Afridi, 40.3 ov), 9-216 (Naved-ul-Hasan, 49.4 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",ODI no. 2220,2004/05
1404,England,South Africa,267/8,270/7 (49.1/50 ov),South Africa won by 3 wickets (with 5 balls remaining),"Fall of wickets: 1-49 (Marcus Trescothick, 9.6 ov), 2-99 (Geraint Jones, 19.1 ov), 3-156 (Andrew Strauss, 32.1 ov), 4-207 (Vikram Solanki, 39.3 ov), 5-225 (Kevin Pietersen, 43.4 ov), 6-246 (Paul Collingwood, 46.4 ov), 7-253 (Ashley Giles, 48.2 ov), 8-257 (Ian Bell, 48.4 ov)","Fall of wickets: 1-45 (AB de Villiers, 9.6 ov), 2-82 (Nicky Boje, 16.1 ov), 3-89 (Jacques Kallis, 19.4 ov), 4-196 (Herschelle Gibbs, 38.6 ov), 5-214 (Justin Kemp, 41.6 ov), 6-214 (Graeme Smith, 42.2 ov), 7-257 (Mark Boucher, 47.6 ov)",England tour of South Africa 2004/05,"England , elected to bat first",ODI no. 2221,2004/05
1405,Australia,Pakistan,239/9,208 (45.4/50 ov),Australia won by 31 runs,"Fall of wickets: 1-55 (Adam Gilchrist, 8.5 ov), 2-118 (Michael Clarke, 24.5 ov), 3-146 (Ricky Ponting, 31.3 ov), 4-156 (Darren Lehmann, 35.2 ov), 5-166 (Simon Katich, 37.5 ov), 6-203 (Damien Martyn, 44.2 ov), 7-207 (Shane Watson, 45.5 ov), 8-230 (Brad Hogg, 49.1 ov), 9-230 (Jason Gillespie, 49.2 ov)","Fall of wickets: 1-13 (Taufeeq Umar, 4.5 ov), 2-17 (Kamran Akmal, 5.2 ov), 3-38 (Mohammad Hafeez, 11.2 ov), 4-38 (Inzamam-ul-Haq, 11.5 ov), 5-74 (Shoaib Malik, 19.6 ov), 6-97 (Mohammad Yousuf, 25.1 ov), 7-133 (Shahid Afridi, 30.1 ov), 8-153 (Azhar Mahmood, 34.1 ov), 9-201 (Abdul Razzaq, 43.3 ov), 10-208 (Naved-ul-Hasan, 45.4 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",ODI no. 2222,2004/05
1406,South Africa,England,291/5,183 (41.2/50 ov),South Africa won by 108 runs,"Fall of wickets: 1-18 (AB de Villiers, 4.2 ov), 2-50 (Graeme Smith, 9.1 ov), 3-193 (Jacques Kallis, 39.5 ov), 4-227 (Herschelle Gibbs, 44.3 ov), 5-291 (Justin Kemp, 49.6 ov)","Fall of wickets: 1-32 (Geraint Jones, 5.3 ov), 2-33 (Michael Vaughan, 6.4 ov), 3-35 (Marcus Trescothick, 7.2 ov), 4-73 (Andrew Strauss, 16.6 ov), 5-92 (Ian Bell, 19.5 ov), 6-127 (Paul Collingwood, 28.3 ov), 7-148 (Kevin Pietersen, 31.5 ov), 8-163 (Kabir Ali, 34.4 ov), 9-175 (Ashley Giles, 38.6 ov), 10-183 (Steve Harmison, 41.2 ov)",England tour of South Africa 2004/05,"England , elected to field first",ODI no. 2223,2004/05
1407,South Africa,England,311/7,304/8 (50 ov),South Africa won by 7 runs,"Fall of wickets: 1-10 (AB de Villiers, 2.2 ov), 2-100 (Jacques Kallis, 17.2 ov), 3-119 (Herschelle Gibbs, 21.3 ov), 4-181 (Ashwell Prince, 35.1 ov), 5-298 (Justin Kemp, 48.4 ov), 6-298 (Mark Boucher, 48.5 ov), 7-300 (Shaun Pollock, 48.6 ov)","Fall of wickets: 1-22 (Marcus Trescothick, 6.1 ov), 2-61 (Geraint Jones, 15.5 ov), 3-117 (Andrew Strauss, 26.2 ov), 4-179 (Michael Vaughan, 36.6 ov), 5-224 (Vikram Solanki, 41.4 ov), 6-236 (Paul Collingwood, 42.6 ov), 7-254 (Ashley Giles, 44.4 ov), 8-290 (Kabir Ali, 49.1 ov)",England tour of South Africa 2004/05,"South Africa , elected to bat first",ODI no. 2224,2004/05
1408,England,South Africa,240,241/7 (49/50 ov),South Africa won by 3 wickets (with 6 balls remaining),"Fall of wickets: 1-0 (Marcus Trescothick, 0.2 ov), 2-1 (Michael Vaughan, 1.1 ov), 3-32 (Andrew Strauss, 11.4 ov), 4-36 (Geraint Jones, 15.5 ov), 5-54 (Vikram Solanki, 20.3 ov), 6-68 (Paul Collingwood, 24.6 ov), 7-172 (Ashley Giles, 43.1 ov), 8-225 (Kevin Pietersen, 47.4 ov), 9-240 (Kabir Ali, 49.3 ov), 10-240 (Steve Harmison, 49.5 ov)","Fall of wickets: 1-46 (Andrew Hall, 10.4 ov), 2-106 (Graeme Smith, 23.5 ov), 3-107 (Herschelle Gibbs, 24.2 ov), 4-148 (Jacques Kallis, 33.1 ov), 5-218 (Mark Boucher, 45.4 ov), 6-228 (Justin Kemp, 47.3 ov), 7-236 (Shaun Pollock, 48.3 ov)",England tour of South Africa 2004/05,"South Africa , elected to field first",ODI no. 2226,2004/05
1409,Australia,New Zealand,236/7,226 (48.4/50 ov),Australia won by 10 runs,"Fall of wickets: 1-7 (Adam Gilchrist, 1.1 ov), 2-140 (Matthew Hayden, 30.2 ov), 3-153 (Ricky Ponting, 34.2 ov), 4-158 (Damien Martyn, 36.1 ov), 5-158 (Michael Clarke, 36.6 ov), 6-160 (Simon Katich, 38.5 ov), 7-229 (Andrew Symonds, 48.6 ov)","Fall of wickets: 1-13 (Stephen Fleming, 4.2 ov), 2-16 (Mathew Sinclair, 7.3 ov), 3-72 (Scott Styris, 24.4 ov), 4-73 (Chris Cairns, 25.3 ov), 5-113 (Nathan Astle, 33.3 ov), 6-179 (Craig McMillan, 42.6 ov), 7-218 (Brendon McCullum, 47.3 ov), 8-224 (Daniel Vettori, 47.6 ov), 9-224 (Hamish Marshall, 48.1 ov), 10-226 (Daryl Tuffey, 48.4 ov)",Australia tour of New Zealand 2004/05,"Australia , elected to bat first",ODI no. 2227,2004/05
1410,Australia,New Zealand,314/6,208 (40.4/50 ov),Australia won by 106 runs,"Fall of wickets: 1-0 (Adam Gilchrist, 0.2 ov), 2-99 (Ricky Ponting, 16.1 ov), 3-232 (Damien Martyn, 40.6 ov), 4-237 (Matthew Hayden, 41.6 ov), 5-254 (Andrew Symonds, 43.6 ov), 6-283 (Michael Clarke, 46.3 ov)","Fall of wickets: 1-4 (Stephen Fleming, 0.5 ov), 2-12 (Nathan Astle, 5.2 ov), 3-28 (Mathew Sinclair, 8.1 ov), 4-49 (Hamish Marshall, 11.1 ov), 5-72 (Craig McMillan, 15.2 ov), 6-73 (Chris Cairns, 15.4 ov), 7-135 (Brendon McCullum, 28.4 ov), 8-197 (Jeff Wilson, 38.3 ov), 9-208 (Daniel Vettori, 40.2 ov), 10-208 (Kyle Mills, 40.4 ov)",Australia tour of New Zealand 2004/05,"New Zealand , elected to field first",ODI no. 2228,2004/05
1411,South Africa,Zimbabwe,301/7,136 (37.2/50 ov),South Africa won by 165 runs,"Fall of wickets: 1-87 (Graeme Smith, 16.4 ov), 2-128 (Adam Bacher, 26.3 ov), 3-184 (Jacques Rudolph, 36.2 ov), 4-197 (Justin Kemp, 40.1 ov), 5-223 (Herschelle Gibbs, 43.6 ov), 6-276 (Mark Boucher, 48.3 ov), 7-297 (Albie Morkel, 49.5 ov)","Fall of wickets: 1-4 (Barney Rogers, 2.3 ov), 2-36 (Hamilton Masakadza, 7.6 ov), 3-41 (Stuart Matsikenyeri, 9.2 ov), 4-55 (Brendan Taylor, 12.6 ov), 5-75 (Alester Maregwede, 19.1 ov), 6-75 (Elton Chigumbura, 19.5 ov), 7-110 (Sean Williams, 28.4 ov), 8-113 (Tatenda Taibu, 30.1 ov), 9-121 (Tinashe Panyangara, 31.6 ov), 10-136 (Prosper Utseya, 37.2 ov)",Zimbabwe tour of South Africa 2004/05,"Zimbabwe , elected to field first",ODI no. 2229,2004/05
1412,Australia,New Zealand,264/5,178 (41.5/50 ov),Australia won by 86 runs,"Fall of wickets: 1-68 (Adam Gilchrist, 10.2 ov), 2-85 (Ricky Ponting, 15.3 ov), 3-90 (Damien Martyn, 16.1 ov), 4-117 (Andrew Symonds, 23.3 ov), 5-128 (Simon Katich, 28.1 ov)","Fall of wickets: 1-7 (Stephen Fleming, 2.1 ov), 1-17* (Michael Papps, retired not out ), 2-45 (Nathan Astle, 14.2 ov), 3-114 (Craig McMillan, 29.2 ov), 4-135 (James Marshall, 33.3 ov), 5-136 (Hamish Marshall, 34.5 ov), 6-161 (Chris Cairns, 38.6 ov), 7-162 (Daniel Vettori, 39.2 ov), 8-172 (Kyle Mills, 41.2 ov), 9-178 (Brendon McCullum, 41.5 ov)",Australia tour of New Zealand 2004/05,"Australia , elected to bat first",ODI no. 2230,2004/05
1413,South Africa,Zimbabwe,329/6,198/7 (50 ov),South Africa won by 131 runs,"Fall of wickets: 1-49 (Adam Bacher, 9.4 ov), 2-57 (Albie Morkel, 11.5 ov), 3-67 (Jacques Rudolph, 14.1 ov), 4-201 (Herschelle Gibbs, 36.4 ov), 5-256 (Graeme Smith, 44.4 ov), 6-288 (Ashwell Prince, 47.4 ov)","Fall of wickets: 1-71 (Stuart Matsikenyeri, 17.3 ov), 2-80 (Barney Rogers, 21.2 ov), 3-103 (Alester Maregwede, 26.5 ov), 4-117 (Hamilton Masakadza, 31.1 ov), 5-133 (Brendan Taylor, 33.2 ov), 6-164 (Tatenda Taibu, 40.4 ov), 7-188 (Gavin Ewing, 46.6 ov)",Zimbabwe tour of South Africa 2004/05,"Zimbabwe , elected to field first",ODI no. 2231,2004/05
1414,New Zealand,Australia,233,236/3 (34.2/50 ov),Australia won by 7 wickets (with 94 balls remaining),"Fall of wickets: 1-84 (Stephen Fleming, 16.6 ov), 2-90 (Nathan Astle, 19.2 ov), 3-104 (Craig Cumming, 24.4 ov), 4-145 (Hamish Marshall, 32.6 ov), 5-163 (Craig McMillan, 37.1 ov), 6-173 (James Marshall, 40.2 ov), 7-214 (Chris Cairns, 46.3 ov), 8-220 (Jeff Wilson, 47.1 ov), 9-226 (Brendon McCullum, 48.4 ov), 10-233 (Kyle Mills, 49.5 ov)","Fall of wickets: 1-78 (Simon Katich, 9.6 ov), 2-113 (Adam Gilchrist, 14.5 ov), 3-212 (Andrew Symonds, 28.5 ov)",Australia tour of New Zealand 2004/05,"Australia , elected to field first",ODI no. 2232,2004/05
1415,Zimbabwe,South Africa,206/8,207/5 (46.3/50 ov),South Africa won by 5 wickets (with 21 balls remaining),"Fall of wickets: 1-9 (Barney Rogers, 2.5 ov), 2-12 (Sean Williams, 4.1 ov), 3-23 (Hamilton Masakadza, 7.2 ov), 4-32 (Stuart Matsikenyeri, 9.6 ov), 5-35 (Tatenda Taibu, 12.5 ov), 6-102 (Brendan Taylor, 32.3 ov), 7-190 (Gavin Ewing, 47.5 ov), 8-205 (Heath Streak, 49.5 ov)","Fall of wickets: 1-11 (AB de Villiers, 2.6 ov), 2-35 (Adam Bacher, 9.2 ov), 3-72 (Herschelle Gibbs, 18.6 ov), 4-79 (Jacques Rudolph, 22.1 ov), 5-138 (Ashwell Prince, 38.1 ov)",Zimbabwe tour of South Africa 2004/05,"Zimbabwe , elected to bat first",ODI no. 2233,2004/05
1416,Australia,New Zealand,347/5,225/8 (50 ov),Australia won by 122 runs,"Fall of wickets: 1-37 (Simon Katich, 5.6 ov), 2-129 (Adam Gilchrist, 18.4 ov), 3-204 (Damien Martyn, 34.2 ov), 4-241 (Andrew Symonds, 39.2 ov), 5-335 (Michael Clarke, 49.4 ov)","Fall of wickets: 1-39 (Craig Cumming, 8.5 ov), 2-60 (Stephen Fleming, 14.1 ov), 3-60 (James Marshall, 14.2 ov), 4-103 (Hamish Marshall, 22.4 ov), 5-167 (Craig McMillan, 35.4 ov), 6-196 (Brendon McCullum, 43.2 ov), 7-199 (Tama Canning, 44.4 ov), 8-223 (Kyle Mills, 49.2 ov)",Australia tour of New Zealand 2004/05,"New Zealand , elected to field first",ODI no. 2234,2004/05
1417,India,Pakistan,281/8,194 (45.2/50 ov),India won by 87 runs,"Fall of wickets: 1-4 (Sachin Tendulkar, 1.4 ov), 2-4 (Sourav Ganguly, 1.5 ov), 3-205 (Virender Sehwag, 35.1 ov), 4-241 (Yuvraj Singh, 40.6 ov), 5-255 (Mohammad Kaif, 44.6 ov), 6-260 (MS Dhoni, 46.3 ov), 7-265 (Rahul Dravid, 47.4 ov), 8-269 (Lakshmipathy Balaji, 48.5 ov)","Fall of wickets: 1-45 (Kamran Akmal, 6.3 ov), 2-49 (Salman Butt, 7.6 ov), 3-49 (Shoaib Malik, 8.2 ov), 4-64 (Mohammad Yousuf, 12.1 ov), 5-112 (Inzamam-ul-Haq, 25.6 ov), 6-129 (Abdul Razzaq, 29.6 ov), 7-146 (Shahid Afridi, 33.3 ov), 8-151 (Mohammad Sami, 35.2 ov), 9-152 (Mohammad Hafeez, 37.2 ov), 10-194 (Naved-ul-Hasan, 45.2 ov)",Pakistan tour of India 2004/05,"India , elected to bat first",ODI no. 2235,2004/05
1418,India,Pakistan,356/9,298 (44.1/50 ov),India won by 58 runs,"Fall of wickets: 1-26 (Sachin Tendulkar, 3.2 ov), 2-122 (Virender Sehwag, 13.4 ov), 3-140 (Sourav Ganguly, 19.2 ov), 4-289 (MS Dhoni, 41.2 ov), 5-300 (Rahul Dravid, 42.1 ov), 6-301 (Mohammad Kaif, 42.4 ov), 7-318 (Yuvraj Singh, 45.5 ov), 8-325 (Harbhajan Singh, 47.2 ov), 9-356 (Zaheer Khan, 49.6 ov)","Fall of wickets: 1-5 (Shahid Afridi, 1.2 ov), 2-89 (Salman Butt, 12.6 ov), 3-129 (Inzamam-ul-Haq, 19.1 ov), 4-176 (Abdul Razzaq, 27.2 ov), 5-204 (Shoaib Malik, 31.2 ov), 6-222 (Mohammad Hafeez, 33.3 ov), 7-263 (Mohammad Yousuf, 38.1 ov), 8-268 (Naved-ul-Hasan, 40.4 ov), 9-296 (Mohammad Sami, 43.2 ov), 10-298 (Kamran Akmal, 44.1 ov)",Pakistan tour of India 2004/05,"India , elected to bat first",ODI no. 2236,2004/05
1419,Pakistan,India,319/9,213 (41.4/50 ov),Pakistan won by 106 runs,"Fall of wickets: 1-31 (Shahid Afridi, 5.4 ov), 2-176 (Shoaib Malik, 31.2 ov), 3-219 (Inzamam-ul-Haq, 36.4 ov), 4-239 (Salman Butt, 40.5 ov), 5-287 (Mohammad Yousuf, 44.4 ov), 6-291 (Abdul Razzaq, 45.2 ov), 7-308 (Younis Khan, 48.4 ov), 8-316 (Mohammad Sami, 49.3 ov), 9-317 (Naved-ul-Hasan, 49.5 ov)","Fall of wickets: 1-6 (Virender Sehwag, 1.4 ov), 2-11 (Sachin Tendulkar, 2.6 ov), 3-20 (Sourav Ganguly, 5.6 ov), 4-54 (MS Dhoni, 9.1 ov), 5-66 (Yuvraj Singh, 11.4 ov), 6-82 (Rahul Dravid, 16.1 ov), 7-143 (Mohammad Kaif, 27.4 ov), 8-152 (Harbhajan Singh, 30.2 ov), 9-204 (Irfan Pathan, 39.6 ov), 10-213 (Ashish Nehra, 41.4 ov)",Pakistan tour of India 2004/05,"Pakistan , elected to bat first",ODI no. 2237,2004/05
1420,India,Pakistan,315/6,"319/7 (48 ov, target 316)",Pakistan won by 3 wickets (with 0 balls remaining),"Fall of wickets: 1-65 (Virender Sehwag, 10.1 ov), 2-194 (MS Dhoni, 31.6 ov), 3-242 (Sourav Ganguly, 40.2 ov), 4-248 (Sachin Tendulkar, 41.3 ov), 5-288 (Rahul Dravid, 45.5 ov), 6-296 (Mohammad Kaif, 46.6 ov)","Fall of wickets: 1-68 (Shahid Afridi, 8.4 ov), 2-107 (Salman Butt, 15.3 ov), 3-183 (Abdul Razzaq, 28.1 ov), 4-253 (Shoaib Malik, 38.2 ov), 5-265 (Mohammad Yousuf, 39.4 ov), 6-281 (Younis Khan, 41.5 ov), 7-295 (Kamran Akmal, 43.5 ov)",Pakistan tour of India 2004/05,"India , elected to bat first",ODI no. 2238,2004/05
1421,India,Pakistan,249/6,252/5 (42.1/50 ov),Pakistan won by 5 wickets (with 47 balls remaining),"Fall of wickets: 1-10 (Sachin Tendulkar, 2.5 ov), 2-11 (Virender Sehwag, 4.3 ov), 3-26 (MS Dhoni, 6.6 ov), 4-59 (Yuvraj Singh, 16.2 ov), 5-194 (Mohammad Kaif, 42.3 ov), 6-248 (Rahul Dravid, 49.5 ov)","Fall of wickets: 1-131 (Shahid Afridi, 14.2 ov), 2-135 (Salman Butt, 15.4 ov), 3-193 (Mohammad Yousuf, 31.1 ov), 4-216 (Shoaib Malik, 35.4 ov), 5-248 (Younis Khan, 41.3 ov)",Pakistan tour of India 2004/05,"India , elected to bat first",ODI no. 2239,2004/05
1422,Pakistan,India,303/8,144 (37/50 ov),Pakistan won by 159 runs,"Fall of wickets: 1-28 (Salman Butt, 2.6 ov), 2-68 (Shahid Afridi, 9.2 ov), 3-153 (Mohammad Yousuf, 25.6 ov), 4-191 (Shoaib Malik, 34.2 ov), 5-282 (Younis Khan, 47.2 ov), 6-282 (Abdul Razzaq, 47.3 ov), 7-294 (Inzamam-ul-Haq, 49.2 ov), 8-303 (Kamran Akmal, 49.6 ov)","Fall of wickets: 1-31 (Virender Sehwag, 6.2 ov), 2-36 (Sachin Tendulkar, 7.1 ov), 3-64 (Rahul Dravid, 12.6 ov), 4-84 (Yuvraj Singh, 18.5 ov), 5-93 (MS Dhoni, 21.2 ov), 6-94 (Mohammad Kaif, 22.3 ov), 7-94 (Dinesh Mongia, 23.3 ov), 8-129 (Ajit Agarkar, 32.1 ov), 9-139 (Zaheer Khan, 33.6 ov), 10-144 (Ashish Nehra, 36.6 ov)",Pakistan tour of India 2004/05,"Pakistan , elected to bat first",ODI no. 2240,2004/05
1423,West Indies,South Africa,253,255/2 (45/50 ov),South Africa won by 8 wickets (with 30 balls remaining),"Fall of wickets: 1-29 (Wavell Hinds, 5.4 ov), 2-38 (Chris Gayle, 7.6 ov), 3-56 (Brian Lara, 15.5 ov), 4-162 (Shivnarine Chanderpaul, 35.2 ov), 5-191 (Ramnaresh Sarwan, 40.4 ov), 6-232 (Dwayne Bravo, 45.5 ov), 7-241 (Dwayne Smith, 46.6 ov), 8-244 (Ian Bradshaw, 47.5 ov), 9-253 (Pedro Collins, 48.4 ov), 10-253 (Corey Collymore, 48.5 ov)","Fall of wickets: 1-131 (Boeta Dippenaar, 22.2 ov), 2-190 (Graeme Smith, 34.4 ov)",South Africa tour of West Indies 2005,"West Indies , elected to bat first",ODI no. 2241,2005
1424,West Indies,South Africa,152/7,"124/2 (26.4/33 ov, target 124)",South Africa won by 8 wickets (with 38 balls remaining) (D/L method),"Fall of wickets: 1-13 (Chris Gayle, 3.1 ov), 2-29 (Wavell Hinds, 8.6 ov), 3-30 (Brian Lara, 10.3 ov), 4-40 (Ramnaresh Sarwan, 14.1 ov), 5-66 (Dwayne Bravo, 27.1 ov), 6-67 (Dwayne Smith, 28.6 ov), 7-103 (Shivnarine Chanderpaul, 40.6 ov)","Fall of wickets: 1-7 (Graeme Smith, 1.3 ov), 2-18 (Jacques Kallis, 5.3 ov)",South Africa tour of West Indies 2005,"South Africa , elected to field first",ODI no. 2242,2005
1425,South Africa,West Indies,284/6,283 (49.5/50 ov),South Africa won by 1 run,"Fall of wickets: 1-43 (Graeme Smith, 7.2 ov), 2-237 (Boeta Dippenaar, 42.3 ov), 3-251 (Jacques Kallis, 46.1 ov), 4-258 (Justin Kemp, 46.6 ov), 5-260 (Shaun Pollock, 47.3 ov), 6-276 (Herschelle Gibbs, 49.2 ov)","Fall of wickets: 1-48 (Xavier Marshall, 10.6 ov), 2-49 (Ramnaresh Sarwan, 11.6 ov), 3-119 (Brian Lara, 27.5 ov), 4-213 (Shivnarine Chanderpaul, 39.5 ov), 5-242 (Dwayne Smith, 43.1 ov), 6-258 (Chris Gayle, 45.4 ov), 7-281 (Courtney Browne, 48.6 ov), 8-283 (Ian Bradshaw, 49.3 ov), 9-283 (Daren Powell, 49.4 ov), 10-283 (Corey Collymore, 49.5 ov)",South Africa tour of West Indies 2005,"West Indies , elected to field first",ODI no. 2243,2005
