team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Player_Of_The_Match,Match_number,Season
Pakistan,Sri Lanka,316/4,181 (41.1/50 ov),Pakistan won by 135 runs,"Fall of wickets: 1-93 (Ahmed Shehzad, 16.3 ov), 2-124 (Azhar Ali, 23.2 ov), 3-196 (Mohammad Hafeez, 36.4 ov), 4-257 (Sarfaraz Ahmed, 44.2 ov)","Fall of wickets: 1-33 (Tillakaratne Dilshan, 5.4 ov), 2-42 (Kusal Perera, 7.5 ov), 3-82 (Upul Tharanga, 15.3 ov), 4-93 (Angelo Mathews, 19.3 ov), 5-130 (Dinesh Chandimal, 26.6 ov), 6-142 (Lahiru Thirimanne, 30.1 ov), 7-144 (Milinda Siriwardana, 30.4 ov), 8-170 (Thisara Perera, 39.1 ov), 9-172 (Sachith Pathirana, 39.4 ov), 10-181 (Lasith Malinga, 41.1 ov)",Pakistan tour of Sri Lanka 2015,"Pakistan , elected to bat first",Sarfaraz Ahmed,ODI no. 3670,2015
Sri Lanka,Pakistan,256/9,257/3 (40.5/50 ov),Pakistan won by 7 wickets (with 55 balls remaining),"Fall of wickets: 1-0 (Kusal Perera, 0.2 ov), 2-109 (Tillakaratne Dilshan, 22.3 ov), 3-143 (Angelo Mathews, 30.4 ov), 4-170 (Dinesh Chandimal, 35.6 ov), 5-186 (Lahiru Thirimanne, 41.1 ov), 6-215 (Milinda Siriwardana, 44.3 ov), 7-228 (Ashan Priyanjan, 46.3 ov), 8-243 (Sachith Pathirana, 48.1 ov), 9-252 (Lasith Malinga, 49.3 ov)","Fall of wickets: 1-75 (Azhar Ali, 11.1 ov), 2-190 (Ahmed Shehzad, 31.2 ov), 3-213 (Mohammad Hafeez, 36.1 ov)",Pakistan tour of Sri Lanka 2015,"Sri Lanka , elected to bat first",Ahmed Shehzad,ODI no. 3671,2015
Ireland,Afghanistan,229,231/3 (48.4/50 ov),Afghanistan won by 7 wickets (with 8 balls remaining),"Fall of wickets: 1-69 (Ed Joyce, 14.5 ov), 2-116 (Paul Stirling, 22.6 ov), 3-156 (William Porterfield, 31.5 ov), 4-170 (Andy Balbirnie, 34.3 ov), 5-185 (Gary Wilson, 38.6 ov), 6-190 (Niall O'Brien, 40.6 ov), 7-193 (Stuart Thompson, 42.3 ov), 8-227 (Andy McBrine, 47.3 ov), 9-229 (George Dockrell, 47.6 ov), 10-229 (Tim Murtagh, 48.1 ov)","Fall of wickets: 1-19 (Mohammad Shahzad, 4.5 ov), 2-25 (Najeeb Tarakai, 7.6 ov), 3-98 (Asghar Afghan, 24.4 ov)",Afghanistan tour of India 2016/17,"Ireland , elected to bat first",Rahmat Shah,Afghanistan won the 5-match series 3-2,ODI no. 3854
Sri Lanka,Pakistan,368/4,203 (37.2/50 ov),Sri Lanka won by 165 runs,"Fall of wickets: 1-164 (Tillakaratne Dilshan, 25.2 ov), 2-212 (Kusal Perera, 33.5 ov), 3-219 (Lahiru Thirimanne, 36.1 ov), 4-254 (Dinesh Chandimal, 40.5 ov)","Fall of wickets: 1-51 (Ahmed Shehzad, 9.4 ov), 2-71 (Azhar Ali, 12.5 ov), 3-116 (Mohammad Hafeez, 19.5 ov), 4-121 (Sarfaraz Ahmed, 20.6 ov), 5-140 (Shoaib Malik, 24.4 ov), 6-170 (Imad Wasim, 29.5 ov), 7-178 (Mohammad Rizwan, 32.1 ov), 8-197 (Yasir Shah, 35.1 ov), 9-197 (Anwar Ali, 36.1 ov), 10-203 (Rahat Ali, 37.2 ov)",Pakistan tour of Sri Lanka 2015,"Sri Lanka , elected to bat first",Kusal Perera,Pakistan won the 5-match series 3-2,ODI no. 3672
New Zealand,Australia,286/9,280 (47/50 ov),New Zealand won by 6 runs,"Fall of wickets: 1-13 (Tom Latham, 2.5 ov), 2-87 (Kane Williamson, 13.6 ov), 3-128 (Ross Taylor, 22.3 ov), 4-130 (Martin Guptill, 23.4 ov), 5-134 (Colin Munro, 25.1 ov), 6-210 (James Neesham, 37.6 ov), 7-246 (Mitchell Santner, 45.2 ov), 8-251 (Tim Southee, 45.5 ov), 9-269 (Neil Broom, 48.4 ov)","Fall of wickets: 1-9 (Aaron Finch, 3.1 ov), 2-10 (Travis Head, 3.5 ov), 3-18 (Peter Handscomb, 6.1 ov), 4-48 (Shaun Marsh, 11.2 ov), 5-54 (Glenn Maxwell, 12.6 ov), 6-67 (Sam Heazlett, 18.2 ov), 7-148 (James Faulkner, 34.3 ov), 8-196 (Pat Cummins, 40.6 ov), 9-226 (Mitchell Starc, 42.6 ov), 10-280 (Josh Hazlewood, 46.6 ov)",Australia tour of New Zealand 2016/17,"Australia , elected to field first",Marcus Stoinis,ODI no. 3829,2016/17
New Zealand,Australia,281/9,257 (47/50 ov),New Zealand won by 24 runs,"Fall of wickets: 1-6 (Tom Latham, 2.6 ov), 2-76 (Kane Williamson, 14.5 ov), 3-176 (Dean Brownlie, 31.5 ov), 4-198 (Neil Broom, 35.6 ov), 5-205 (Colin Munro, 38.4 ov), 6-209 (James Neesham, 40.2 ov), 7-246 (Ross Taylor, 46.5 ov), 8-265 (Tim Southee, 49.1 ov), 9-265 (Lockie Ferguson, 49.2 ov)","Fall of wickets: 1-44 (Shaun Marsh, 7.2 ov), 2-44 (Peter Handscomb, 7.4 ov), 3-119 (Aaron Finch, 20.6 ov), 4-120 (Glenn Maxwell, 21.6 ov), 5-173 (Travis Head, 32.2 ov), 6-174 (James Faulkner, 32.6 ov), 7-198 (Marcus Stoinis, 39.1 ov), 8-249 (Pat Cummins, 44.4 ov), 9-253 (Adam Zampa, 46.1 ov), 10-257 (Josh Hazlewood, 46.6 ov)",Australia tour of New Zealand 2016/17,"New Zealand , elected to bat first",Trent Boult,ODI no. 3832,2016/17
New Zealand,South Africa,207/7,"210/6 (33.5/34 ov, target 208)",South Africa won by 4 wickets (with 1 ball remaining),"Fall of wickets: 1-19 (Tom Latham, 3.6 ov), 2-69 (Dean Brownlie, 13.1 ov), 3-72 (Ross Taylor, 13.6 ov), 4-82 (Neil Broom, 15.6 ov), 5-108 (Kane Williamson, 20.5 ov), 6-136 (Mitchell Santner, 26.4 ov), 7-156 (James Neesham, 30.1 ov)","Fall of wickets: 1-88 (Hashim Amla, 15.2 ov), 2-117 (Faf du Plessis, 20.1 ov), 3-125 (Quinton de Kock, 21.3 ov), 4-126 (Jean-Paul Duminy, 22.1 ov), 5-126 (Farhaan Behardien, 22.2 ov), 6-156 (Chris Morris, 26.4 ov)",South Africa tour of New Zealand 2016/17,"South Africa , elected to field first",Quinton de Kock,ODI no. 3836,2016/17
Sri Lanka,Australia,227/8,228/7 (46.5/50 ov),Australia won by 3 wickets (with 19 balls remaining),"Fall of wickets: 1-3 (Kusal Perera, 0.4 ov), 2-45 (Tillakaratne Dilshan, 11.1 ov), 3-124 (Kusal Mendis, 29.1 ov), 4-124 (Angelo Mathews, 29.5 ov), 5-132 (Dhananjaya de Silva, 32.2 ov), 6-173 (Milinda Siriwardana, 42.4 ov), 7-209 (Thisara Perera, 47.4 ov), 8-224 (Dilruwan Perera, 49.2 ov)","Fall of wickets: 1-40 (David Warner, 7.2 ov), 2-79 (Aaron Finch, 14.2 ov), 3-128 (Matthew Wade, 24.6 ov), 4-190 (Steven Smith, 37.5 ov), 5-202 (Moises Henriques, 40.1 ov), 6-216 (George Bailey, 43.3 ov), 7-222 (Travis Head, 45.3 ov)",Australia tour of Sri Lanka 2016,"Australia , elected to field first",James Faulkner,ODI no. 3768,2016
New Zealand,South Africa,289/4,283/9 (50 ov),New Zealand won by 6 runs,"Fall of wickets: 1-13 (Tom Latham, 3.3 ov), 2-53 (Dean Brownlie, 12.6 ov), 3-157 (Kane Williamson, 30.3 ov), 4-166 (Neil Broom, 32.4 ov)","Fall of wickets: 1-22 (Hashim Amla, 4.5 ov), 2-51 (Faf du Plessis, 10.5 ov), 3-108 (Jean-Paul Duminy, 21.5 ov), 4-124 (Quinton de Kock, 24.4 ov), 5-192 (David Miller, 36.4 ov), 6-199 (AB de Villiers, 38.3 ov), 7-214 (Chris Morris, 40.6 ov), 8-214 (Wayne Parnell, 41.4 ov), 9-275 (Dwaine Pretorius, 48.6 ov)",South Africa tour of New Zealand 2016/17,"South Africa , elected to field first",Ross Taylor,ODI no. 3839,2016/17
Sri Lanka,Australia,288,206 (47.2/50 ov),Sri Lanka won by 82 runs,"Fall of wickets: 1-12 (Danushka Gunathilaka, 2.6 ov), 2-12 (Tillakaratne Dilshan, 3.1 ov), 3-137 (Dinesh Chandimal, 24.1 ov), 4-146 (Kusal Mendis, 26.6 ov), 5-158 (Dhananjaya de Silva, 30.2 ov), 6-261 (Kusal Perera, 45.6 ov), 7-279 (Angelo Mathews, 47.1 ov), 8-279 (Thisara Perera, 47.2 ov), 9-286 (Dilruwan Perera, 48.1 ov), 10-288 (Amila Aponso, 48.5 ov)","Fall of wickets: 1-3 (David Warner, 1.1 ov), 2-16 (Aaron Finch, 3.3 ov), 3-41 (Steven Smith, 9.2 ov), 4-102 (George Bailey, 22.5 ov), 5-118 (Moises Henriques, 27.4 ov), 6-182 (Matthew Wade, 39.6 ov), 7-184 (Travis Head, 40.2 ov), 8-185 (Mitchell Starc, 40.4 ov), 9-202 (Adam Zampa, 45.5 ov), 10-206 (James Faulkner, 47.2 ov)",Australia tour of Sri Lanka 2016,"Sri Lanka , elected to bat first",Angelo Mathews,ODI no. 3769,2016
South Africa,New Zealand,271/8,112 (32.2/50 ov),South Africa won by 159 runs,"Fall of wickets: 1-41 (Hashim Amla, 8.4 ov), 2-114 (Faf du Plessis, 22.2 ov), 3-115 (Quinton de Kock, 22.5 ov), 4-157 (Jean-Paul Duminy, 33.2 ov), 5-164 (David Miller, 35.3 ov), 6-180 (Dwaine Pretorius, 38.4 ov), 7-264 (AB de Villiers, 49.2 ov), 8-271 (Wayne Parnell, 49.6 ov)","Fall of wickets: 1-2 (Tom Latham, 1.3 ov), 2-11 (Dean Brownlie, 2.5 ov), 3-48 (Kane Williamson, 14.5 ov), 4-48 (Ross Taylor, 15.3 ov), 5-51 (Neil Broom, 16.6 ov), 6-58 (Mitchell Santner, 19.3 ov), 7-77 (James Neesham, 23.5 ov), 8-82 (Tim Southee, 24.5 ov), 9-95 (Lockie Ferguson, 27.6 ov), 10-112 (Trent Boult, 32.2 ov)",South Africa tour of New Zealand 2016/17,"South Africa , elected to bat first",AB de Villiers,ODI no. 3841,2016/17
Sri Lanka,Australia,226,227/8 (46/50 ov),Australia won by 2 wickets (with 24 balls remaining),"Fall of wickets: 1-6 (Danushka Gunathilaka, 0.6 ov), 2-23 (Kusal Mendis, 3.2 ov), 3-96 (Tillakaratne Dilshan, 18.6 ov), 4-103 (Angelo Mathews, 20.2 ov), 5-133 (Dhananjaya de Silva, 29.4 ov), 6-154 (Kusal Perera, 35.5 ov), 7-165 (Thisara Perera, 38.1 ov), 8-178 (Seekkuge Prasanna, 40.6 ov), 9-217 (Dilruwan Perera, 47.5 ov), 10-226 (Dinesh Chandimal, 49.2 ov)","Fall of wickets: 1-31 (David Warner, 4.5 ov), 2-42 (Aaron Finch, 7.3 ov), 3-44 (Shaun Marsh, 8.5 ov), 4-106 (Travis Head, 22.2 ov), 5-187 (Matthew Wade, 38.1 ov), 6-204 (George Bailey, 41.6 ov), 7-206 (James Faulkner, 42.4 ov), 8-222 (Mitchell Starc, 44.6 ov)",Australia tour of Sri Lanka 2016,"Sri Lanka , elected to bat first",George Bailey,ODI no. 3772,2016
South Africa,New Zealand,279/8,280/3 (45/50 ov),New Zealand won by 7 wickets (with 30 balls remaining),"Fall of wickets: 1-1 (Quinton de Kock, 0.3 ov), 2-66 (Hashim Amla, 12.5 ov), 3-128 (Jean-Paul Duminy, 26.5 ov), 4-140 (Faf du Plessis, 30.6 ov), 5-143 (David Miller, 31.6 ov), 6-158 (Dwaine Pretorius, 36.5 ov), 7-216 (Chris Morris, 45.4 ov), 8-279 (Wayne Parnell, 49.6 ov)","Fall of wickets: 1-5 (Dean Brownlie, 2.5 ov), 2-77 (Kane Williamson, 12.2 ov), 3-257 (Ross Taylor, 42.6 ov)",South Africa tour of New Zealand 2016/17,"South Africa , elected to bat first",Martin Guptill,ODI no. 3843,2016/17
Sri Lanka,Australia,212,217/4 (31/50 ov),Australia won by 6 wickets (with 114 balls remaining),"Fall of wickets: 1-1 (Avishka Fernando, 0.4 ov), 2-18 (Kusal Mendis, 5.2 ov), 3-31 (Dinesh Chandimal, 8.5 ov), 3-115* (Angelo Mathews, retired not out ), 4-121 (Dhananjaya de Silva, 28.6 ov), 5-130 (Angelo Perera, 32.3 ov), 6-134 (Kusal Perera, 33.4 ov), 7-165 (Thisara Perera, 42.2 ov), 8-199 (Dilruwan Perera, 47.1 ov), 9-200 (Sachith Pathirana, 47.6 ov), 10-212 (Angelo Mathews, 49.6 ov)","Fall of wickets: 1-74 (Aaron Finch, 5.3 ov), 2-74 (Usman Khawaja, 5.5 ov), 3-97 (David Warner, 7.1 ov), 4-197 (Travis Head, 28.5 ov)",Australia tour of Sri Lanka 2016,"Sri Lanka , elected to bat first",John Hastings,ODI no. 3774,2016
New Zealand,South Africa,149,150/4 (32.2/50 ov),South Africa won by 6 wickets (with 106 balls remaining),"Fall of wickets: 1-17 (Martin Guptill, 4.3 ov), 2-42 (Kane Williamson, 10.6 ov), 3-42 (Dean Brownlie, 11.3 ov), 4-51 (Ross Taylor, 15.6 ov), 5-72 (Luke Ronchi, 19.2 ov), 6-87 (James Neesham, 22.3 ov), 7-132 (Mitchell Santner, 34.6 ov), 8-140 (Tim Southee, 36.3 ov), 9-147 (Jeetan Patel, 38.2 ov), 10-149 (Colin de Grandhomme, 41.1 ov)","Fall of wickets: 1-6 (Quinton de Kock, 2.1 ov), 2-35 (Hashim Amla, 11.5 ov), 3-48 (Jean-Paul Duminy, 15.2 ov), 4-88 (AB de Villiers, 21.6 ov)",South Africa tour of New Zealand 2016/17,"South Africa , elected to field first",Kagiso Rabada,ODI no. 3846,2016/17
Sri Lanka,Australia,195,199/5 (43/50 ov),Australia won by 5 wickets (with 42 balls remaining),"Fall of wickets: 1-73 (Dhananjaya de Silva, 13.5 ov), 2-77 (Danushka Gunathilaka, 14.5 ov), 3-78 (Dinesh Chandimal, 15.2 ov), 4-121 (Kusal Mendis, 23.5 ov), 5-129 (Upul Tharanga, 26.5 ov), 6-145 (Kusal Perera, 30.6 ov), 7-165 (Dasun Shanaka, 34.5 ov), 8-184 (Dilruwan Perera, 37.4 ov), 9-184 (Suranga Lakmal, 37.5 ov), 10-195 (Sachith Pathirana, 40.2 ov)","Fall of wickets: 1-11 (Matthew Wade, 3.2 ov), 2-25 (Usman Khawaja, 5.5 ov), 3-157 (George Bailey, 32.4 ov), 4-179 (Travis Head, 38.1 ov), 5-189 (David Warner, 40.6 ov)",Australia tour of Sri Lanka 2016,"Sri Lanka , elected to bat first",David Warner,Australia won the 5-match series 4-1,ODI no. 3776
Pakistan,Zimbabwe,308/7,107 (35/50 ov),Pakistan won by 201 runs,"Fall of wickets: 1-113 (Fakhar Zaman, 24.2 ov), 2-172 (Babar Azam, 33.3 ov), 3-235 (Shoaib Malik, 41.4 ov), 4-268 (Imam-ul-Haq, 45.1 ov), 5-287 (Faheem Ashraf, 47.1 ov), 6-292 (Asif Ali, 47.5 ov), 7-295 (Hasan Ali, 48.3 ov)","Fall of wickets: 1-3 (Brian Chari, 1.1 ov), 2-11 (Hamilton Masakadza, 3.5 ov), 3-45 (Tarisai Musakanda, 10.6 ov), 4-53 (Chamu Chibhabha, 13.5 ov), 5-55 (Peter Moor, 14.3 ov), 6-79 (Donald Tiripano, 22.6 ov), 7-91 (Liam Roche, 26.4 ov), 8-93 (Wellington Masakadza, 28.2 ov), 9-106 (Tendai Chatara, 33.2 ov), 10-107 (Blessing Muzarabani, 34.6 ov)",Pakistan tour of Zimbabwe 2018,"Zimbabwe , elected to field first",Imam-ul-Haq,ODI no. 4015,2018
Zimbabwe,Pakistan,194,195/1 (36/50 ov),Pakistan won by 9 wickets (with 84 balls remaining),"Fall of wickets: 1-3 (Brian Chari, 3.3 ov), 2-18 (Chamu Chibhabha, 7.1 ov), 3-80 (Tarisai Musakanda, 19.5 ov), 4-105 (Hamilton Masakadza, 27.4 ov), 5-140 (Ryan Murray, 37.1 ov), 6-166 (Donald Tiripano, 43.2 ov), 7-166 (Liam Roche, 43.3 ov), 8-190 (Wellington Masakadza, 47.2 ov), 9-192 (Peter Moor, 47.6 ov), 10-194 (Tendai Chatara, 49.2 ov)","Fall of wickets: 1-119 (Imam-ul-Haq, 20.4 ov)",Pakistan tour of Zimbabwe 2018,"Zimbabwe , elected to bat first",Fakhar Zaman,ODI no. 4017,2018
Zimbabwe,Pakistan,67,69/1 (9.5/50 ov),Pakistan won by 9 wickets (with 241 balls remaining),"Fall of wickets: 1-1 (Prince Masvaure, 1.2 ov), 2-18 (Hamilton Masakadza, 6.5 ov), 3-25 (Tarisai Musakanda, 8.3 ov), 4-29 (Peter Moor, 9.5 ov), 5-32 (Chamu Chibhabha, 11.3 ov), 6-42 (Elton Chigumbura, 13.5 ov), 7-43 (Tendai Chisoro, 14.3 ov), 8-54 (Ryan Murray, 17.3 ov), 9-66 (Blessing Muzarabani, 24.4 ov), 10-67 (Richard Ngarava, 25.1 ov)","Fall of wickets: 1-0 (Imam-ul-Haq, 0.1 ov)",Pakistan tour of Zimbabwe 2018,"Zimbabwe , elected to bat first",Faheem Ashraf,ODI no. 4019,2018
Pakistan,Zimbabwe,399/1,155 (42.4/50 ov),Pakistan won by 244 runs,"Fall of wickets: 1-304 (Imam-ul-Haq, 41.6 ov)","Fall of wickets: 1-18 (Tinashe Kamunhukamwe, 3.2 ov), 2-36 (Tarisai Musakanda, 5.4 ov), 3-37 (Hamilton Masakadza, 6.2 ov), 4-59 (Ryan Murray, 13.4 ov), 5-67 (Peter Moor, 18.5 ov), 6-136 (Elton Chigumbura, 36.3 ov), 7-146 (Wellington Masakadza, 38.6 ov), 8-153 (Donald Tiripano, 40.6 ov), 9-153 (Tendai Chisoro, 41.1 ov), 10-155 (Richard Ngarava, 42.4 ov)",Pakistan tour of Zimbabwe 2018,"Pakistan , elected to bat first",Fakhar Zaman,ODI no. 4020,2018
Pakistan,Zimbabwe,364/4,233/4 (50 ov),Pakistan won by 131 runs,"Fall of wickets: 1-168 (Fakhar Zaman, 24.6 ov), 2-245 (Imam-ul-Haq, 37.3 ov), 3-280 (Shoaib Malik, 42.3 ov), 4-316 (Asif Ali, 46.3 ov)","Fall of wickets: 1-66 (Tinashe Kamunhukamwe, 13.6 ov), 2-70 (Hamilton Masakadza, 14.3 ov), 3-148 (Prince Masvaure, 32.2 ov), 4-166 (Ryan Murray, 36.4 ov)",Pakistan tour of Zimbabwe 2018,"Pakistan , elected to bat first",Babar Azam,Pakistan won the 5-match series 5-0,ODI no. 4021
New Zealand,South Africa,230,236/4 (48.1/50 ov),South Africa won by 6 wickets (with 11 balls remaining),"Fall of wickets: 1-21 (James Neesham, 5.3 ov), 2-35 (Martin Guptill, 9.2 ov), 3-68 (Dean Brownlie, 14.4 ov), 4-68 (Brendon McCullum, 15.4 ov), 5-68 (Corey Anderson, 15.5 ov), 6-133 (Tom Latham, 26.5 ov), 7-134 (Daniel Vettori, 27.4 ov), 8-145 (Nathan McCullum, 32.3 ov), 9-156 (Kyle Mills, 34.4 ov), 10-230 (Luke Ronchi, 45.1 ov)","Fall of wickets: 1-11 (Quinton de Kock, 1.1 ov), 2-30 (Faf du Plessis, 7.5 ov), 3-73 (Rilee Rossouw, 18.1 ov), 4-97 (Hashim Amla, 24.5 ov)",South Africa tour of New Zealand [October 2014] 2014/15,"South Africa , elected to field first",AB de Villiers,ODI no. 3536,2014/15
South Africa,New Zealand,282/9,210 (46.3/50 ov),South Africa won by 72 runs,"Fall of wickets: 1-56 (Quinton de Kock, 12.3 ov), 2-169 (Faf du Plessis, 33.1 ov), 3-235 (AB de Villiers, 42.3 ov), 4-257 (Hashim Amla, 44.2 ov), 5-279 (Jean-Paul Duminy, 47.5 ov), 6-279 (Rilee Rossouw, 47.6 ov), 7-282 (Vernon Philander, 48.6 ov), 8-282 (Dale Steyn, 49.2 ov), 9-282 (David Miller, 49.3 ov)","Fall of wickets: 1-25 (Martin Guptill, 7.4 ov), 2-29 (James Neesham, 8.1 ov), 3-61 (Tom Latham, 16.4 ov), 4-65 (Dean Brownlie, 17.4 ov), 5-69 (Corey Anderson, 19.3 ov), 6-90 (Brendon McCullum, 24.1 ov), 7-95 (Daniel Vettori, 25.5 ov), 8-104 (Tim Southee, 28.2 ov), 9-134 (Trent Boult, 32.6 ov), 10-210 (Luke Ronchi, 46.3 ov)",South Africa tour of New Zealand [October 2014] 2014/15,"New Zealand , elected to field first",Hashim Amla,ODI no. 3537,2014/15
Sri Lanka,Ireland,303/7,"216 (40.4/47 ov, target 293)",Sri Lanka won by 76 runs (D/L method),"Fall of wickets: 1-42 (Danushka Gunathilaka, 7.2 ov), 2-47 (Kusal Perera, 9.1 ov), 3-129 (Kusal Mendis, 26.2 ov), 4-217 (Angelo Mathews, 41.2 ov), 5-278 (Dasun Shanaka, 46.1 ov), 6-278 (Seekkuge Prasanna, 46.5 ov), 7-297 (Upul Tharanga, 49.2 ov)","Fall of wickets: 1-53 (Paul Stirling, 11.4 ov), 2-71 (Ed Joyce, 15.1 ov), 3-91 (John Anderson, 19.3 ov), 4-159 (William Porterfield, 30.5 ov), 5-198 (Stuart Poynter, 35.6 ov), 6-205 (Gary Wilson, 36.6 ov), 7-211 (Kevin O'Brien, 37.5 ov), 8-212 (Barry McCarthy, 38.5 ov), 9-216 (Max Sorensen, 39.4 ov), 10-216 (Tim Murtagh, 40.4 ov)",Sri Lanka tour of England and Ireland 2016,"Ireland , elected to field first",Sri Lanka led the 2-match series 1-0,2016,"10.45 start, First Session 10.45-14.15, Interval 14.15-15.00, Second Session 15.00-18.30"
Sri Lanka,New Zealand,218/9,219/7 (43/50 ov),New Zealand won by 3 wickets (with 42 balls remaining),"Fall of wickets: 1-10 (Dimuth Karunaratne, 3.2 ov), 2-16 (Kumar Sangakkara, 7.2 ov), 3-51 (Tillakaratne Dilshan, 14.3 ov), 4-82 (Angelo Mathews, 22.5 ov), 5-155 (Lahiru Thirimanne, 39.2 ov), 6-200 (Jeevan Mendis, 46.2 ov), 7-200 (Mahela Jayawardene, 46.4 ov), 8-200 (Thisara Perera, 46.5 ov), 9-213 (Sachithra Senanayake, 49.2 ov)","Fall of wickets: 1-0 (Martin Guptill, 0.3 ov), 2-63 (Brendon McCullum, 6.4 ov), 3-76 (Kane Williamson, 10.1 ov), 4-77 (Grant Elliott, 11.1 ov), 5-101 (Tom Latham, 18.3 ov), 6-149 (Luke Ronchi, 26.4 ov), 7-209 (Corey Anderson, 40.2 ov)",Sri Lanka in New Zealand ODI Series 2014/15,"Sri Lanka , elected to bat first",Corey Anderson,ODI no. 3574,2014/15
Sri Lanka,Ireland,377/8,241 (45/50 ov),Sri Lanka won by 136 runs,"Fall of wickets: 1-147 (Danushka Gunathilaka, 26.2 ov), 2-308 (Seekkuge Prasanna, 41.4 ov), 3-309 (Kusal Perera, 41.6 ov), 4-310 (Dasun Shanaka, 42.2 ov), 5-364 (Angelo Mathews, 47.2 ov), 6-368 (Farveez Maharoof, 48.2 ov), 7-368 (Dinesh Chandimal, 48.3 ov), 8-377 (Kusal Mendis, 49.5 ov)","Fall of wickets: 1-26 (William Porterfield, 6.1 ov), 2-39 (Paul Stirling, 8.4 ov), 3-41 (Ed Joyce, 11.1 ov), 4-71 (Kevin O'Brien, 15.1 ov), 5-94 (John Anderson, 21.2 ov), 6-112 (Gary Wilson, 25.1 ov), 7-157 (Stuart Poynter, 34.2 ov), 8-173 (Barry McCarthy, 36.6 ov), 9-187 (Tim Murtagh, 38.4 ov), 10-241 (Andy McBrine, 44.6 ov)",Sri Lanka tour of England and Ireland 2016,"Ireland , elected to field first",Dasun Shanaka,ODI no. 3749,2016
New Zealand,Sri Lanka,248,252/4 (47.4/50 ov),Sri Lanka won by 6 wickets (with 14 balls remaining),"Fall of wickets: 1-35 (Martin Guptill, 6.4 ov), 2-73 (Tom Latham, 12.6 ov), 3-158 (Brendon McCullum, 30.1 ov), 4-171 (Daniel Vettori, 33.2 ov), 5-183 (Ross Taylor, 36.3 ov), 6-183 (Luke Ronchi, 36.5 ov), 7-185 (Corey Anderson, 37.6 ov), 8-207 (Nathan McCullum, 44.4 ov), 9-222 (Adam Milne, 47.1 ov), 10-248 (Trent Boult, 49.6 ov)","Fall of wickets: 1-64 (Dimuth Karunaratne, 12.5 ov), 2-116 (Kumar Sangakkara, 22.5 ov), 3-163 (Mahela Jayawardene, 31.5 ov), 4-237 (Tillakaratne Dilshan, 45.3 ov)",Sri Lanka in New Zealand ODI Series 2014/15,"New Zealand , elected to bat first",Tillakaratne Dilshan,ODI no. 3577,2014/15
Sri Lanka,England,286/9,286/8 (50 ov),Match tied,"Fall of wickets: 1-27 (Danushka Gunathilaka, 3.3 ov), 2-50 (Kusal Perera, 7.2 ov), 3-56 (Kusal Mendis, 8.4 ov), 4-120 (Dinesh Chandimal, 25.3 ov), 5-188 (Seekkuge Prasanna, 33.1 ov), 6-197 (Upul Tharanga, 34.4 ov), 7-225 (Dasun Shanaka, 40.1 ov), 8-266 (Angelo Mathews, 46.6 ov), 9-286 (Suranga Lakmal, 49.6 ov)","Fall of wickets: 1-3 (Jason Roy, 1.4 ov), 2-7 (Alex Hales, 2.5 ov), 3-17 (Joe Root, 5.5 ov), 4-30 (Jonny Bairstow, 8.2 ov), 5-72 (Eoin Morgan, 15.6 ov), 6-82 (Moeen Ali, 17.6 ov), 7-220 (Jos Buttler, 42.3 ov), 8-235 (David Willey, 45.4 ov)",Sri Lanka tour of England and Ireland 2016,"England , elected to field first",Chris Woakes,ODI no. 3751,2016
Sri Lanka,England,254/7,256/0 (34.1/50 ov),England won by 10 wickets (with 95 balls remaining),"Fall of wickets: 1-39 (Danushka Gunathilaka, 6.3 ov), 2-47 (Kusal Mendis, 8.5 ov), 3-77 (Kusal Perera, 16.4 ov), 4-159 (Angelo Mathews, 32.5 ov), 5-163 (Seekkuge Prasanna, 34.1 ov), 6-188 (Dinesh Chandimal, 39.6 ov), 7-191 (Farveez Maharoof, 40.4 ov)","Did not bat: JE Root, EJG Morgan (c), JM Bairstow, JC Buttler †, MM Ali, CR Woakes, DJ Willey, LE Plunkett, AU Rashid",Sri Lanka tour of England and Ireland 2016,"Sri Lanka , elected to bat first",Jason Roy,ODI no. 3753,2016
Sri Lanka,New Zealand,276,280/6 (48.1/50 ov),New Zealand won by 4 wickets (with 11 balls remaining),"Fall of wickets: 1-11 (Dimuth Karunaratne, 4.2 ov), 2-113 (Tillakaratne Dilshan, 20.1 ov), 3-180 (Kumar Sangakkara, 33.1 ov), 4-180 (Angelo Mathews, 33.2 ov), 5-245 (Lahiru Thirimanne, 44.3 ov), 6-253 (Mahela Jayawardene, 45.3 ov), 7-268 (Thisara Perera, 46.6 ov), 8-270 (Jeevan Mendis, 48.2 ov), 9-273 (Nuwan Kulasekara, 49.1 ov), 10-276 (Rangana Herath, 49.3 ov)","Fall of wickets: 1-24 (Brendon McCullum, 4.5 ov), 2-41 (Martin Guptill, 7.3 ov), 3-63 (Ross Taylor, 15.1 ov), 4-151 (Grant Elliott, 32.1 ov), 5-230 (Kane Williamson, 43.6 ov), 6-245 (Corey Anderson, 45.4 ov)",Sri Lanka in New Zealand ODI Series 2014/15,"Sri Lanka , elected to bat first",Kane Williamson,ODI no. 3585,2014/15
